,Unnamed: 0,videoname,filepath,poi,context,model,label,in_tst,in_ref
52,52,LA_E_9328266,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9328266.flac,LA_0039,LA_E_9328266,A17,1,1,0
53,53,LA_E_3820322,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3820322.flac,LA_0005,LA_E_3820322,A07,1,1,0
54,54,LA_E_4751686,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4751686.flac,LA_0031,LA_E_4751686,A16,1,1,0
55,55,LA_E_7655544,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7655544.flac,LA_0012,LA_E_7655544,A09,1,1,0
56,56,LA_E_8925219,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8925219.flac,LA_0004,LA_E_8925219,A10,1,1,0
57,57,LA_E_8110643,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8110643.flac,LA_0031,LA_E_8110643,A08,1,1,0
58,58,LA_E_2775552,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2775552.flac,LA_0006,LA_E_2775552,A14,1,1,0
59,59,LA_E_9276097,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9276097.flac,LA_0037,LA_E_9276097,A09,1,1,0
60,60,LA_E_5246322,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5246322.flac,LA_0039,LA_E_5246322,A07,1,1,0
61,61,LA_E_6092883,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_6092883.flac,LA_0021,LA_E_6092883,A15,1,1,0
62,62,LA_E_7355163,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7355163.flac,LA_0007,LA_E_7355163,A12,1,1,0
63,63,LA_E_9804952,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9804952.flac,LA_0033,LA_E_9804952,A13,1,1,0
64,64,LA_E_2985346,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2985346.flac,LA_0016,LA_E_2985346,A13,1,1,0
65,65,LA_E_8285179,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8285179.flac,LA_0031,LA_E_8285179,A14,1,1,0
66,66,LA_E_5118048,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5118048.flac,LA_0011,LA_E_5118048,A19,1,1,0
67,67,LA_E_4430413,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4430413.flac,LA_0037,LA_E_4430413,A08,1,1,0
68,68,LA_E_3558965,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3558965.flac,LA_0006,LA_E_3558965,A12,1,1,0
69,69,LA_E_4732931,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4732931.flac,LA_0006,LA_E_4732931,A09,1,1,0
70,70,LA_E_4757272,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4757272.flac,LA_0008,LA_E_4757272,-,0,1,1
71,71,LA_E_8992946,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8992946.flac,LA_0001,LA_E_8992946,A16,1,1,0
72,72,LA_E_8155315,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8155315.flac,LA_0010,LA_E_8155315,A15,1,1,0
73,73,LA_E_2143322,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2143322.flac,LA_0038,LA_E_2143322,A07,1,1,0
74,74,LA_E_9382115,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9382115.flac,LA_0037,LA_E_9382115,A18,1,1,0
75,75,LA_E_4641783,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4641783.flac,LA_0012,LA_E_4641783,A18,1,1,0
76,76,LA_E_5210371,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5210371.flac,LA_0024,LA_E_5210371,A11,1,1,0
77,77,LA_E_1746654,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1746654.flac,LA_0047,LA_E_1746654,A08,1,1,0
78,78,LA_E_7824929,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7824929.flac,LA_0033,LA_E_7824929,-,0,1,1
79,79,LA_E_8816717,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8816717.flac,LA_0001,LA_E_8816717,A11,1,1,0
80,80,LA_E_3746504,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3746504.flac,LA_0024,LA_E_3746504,A19,1,1,0
81,81,LA_E_8463157,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8463157.flac,LA_0030,LA_E_8463157,A07,1,1,0
82,82,LA_E_7642353,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7642353.flac,LA_0025,LA_E_7642353,A10,1,1,0
83,83,LA_E_5157926,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5157926.flac,LA_0005,LA_E_5157926,A14,1,1,0
84,84,LA_E_8979583,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8979583.flac,LA_0024,LA_E_8979583,A16,1,1,0
85,85,LA_E_2665242,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2665242.flac,LA_0011,LA_E_2665242,A10,1,1,0
86,86,LA_E_6154503,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_6154503.flac,LA_0041,LA_E_6154503,-,0,1,1
87,87,LA_E_1395552,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1395552.flac,LA_0061,LA_E_1395552,-,0,1,1
88,88,LA_E_9500557,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9500557.flac,LA_0006,LA_E_9500557,A08,1,1,0
89,89,LA_E_5194826,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5194826.flac,LA_0021,LA_E_5194826,A18,1,1,0
90,90,LA_E_1424685,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1424685.flac,LA_0033,LA_E_1424685,A08,1,1,0
91,91,LA_E_6624193,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_6624193.flac,LA_0017,LA_E_6624193,A18,1,1,0
92,92,LA_E_5871315,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5871315.flac,LA_0010,LA_E_5871315,-,0,1,1
93,93,LA_E_3378367,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3378367.flac,LA_0046,LA_E_3378367,A10,1,1,0
94,94,LA_E_9853957,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9853957.flac,LA_0014,LA_E_9853957,A12,1,1,0
95,95,LA_E_4988348,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4988348.flac,LA_0037,LA_E_4988348,A07,1,1,0
96,96,LA_E_2161075,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2161075.flac,LA_0046,LA_E_2161075,-,0,1,1
97,97,LA_E_3750625,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3750625.flac,LA_0020,LA_E_3750625,A15,1,1,0
98,98,LA_E_4850719,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4850719.flac,LA_0025,LA_E_4850719,A12,1,1,0
99,99,LA_E_8562955,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8562955.flac,LA_0018,LA_E_8562955,A08,1,1,0
100,100,LA_E_9989698,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9989698.flac,LA_0015,LA_E_9989698,A19,1,1,0
101,101,LA_E_5291521,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5291521.flac,LA_0009,LA_E_5291521,A09,1,1,0
102,102,LA_E_6816952,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_6816952.flac,LA_0032,LA_E_6816952,A15,1,1,0
103,103,LA_E_4282641,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4282641.flac,LA_0013,LA_E_4282641,A14,1,1,0
104,104,LA_E_9944556,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9944556.flac,LA_0002,LA_E_9944556,A16,1,1,0
105,105,LA_E_8767294,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8767294.flac,LA_0022,LA_E_8767294,A17,1,1,0
106,106,LA_E_8534064,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8534064.flac,LA_0035,LA_E_8534064,A13,1,1,0
107,107,LA_E_1144382,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1144382.flac,LA_0014,LA_E_1144382,A12,1,1,0
108,108,LA_E_8697552,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8697552.flac,LA_0042,LA_E_8697552,A09,1,1,0
109,109,LA_E_4770782,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4770782.flac,LA_0037,LA_E_4770782,A09,1,1,0
110,110,LA_E_7779557,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7779557.flac,LA_0006,LA_E_7779557,A12,1,1,0
111,111,LA_E_2268693,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2268693.flac,LA_0007,LA_E_2268693,A12,1,1,0
112,112,LA_E_9140267,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9140267.flac,LA_0030,LA_E_9140267,A15,1,1,0
113,113,LA_E_9528968,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9528968.flac,LA_0027,LA_E_9528968,-,0,1,1
114,114,LA_E_2323050,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2323050.flac,LA_0022,LA_E_2323050,A08,1,1,0
115,115,LA_E_4735828,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4735828.flac,LA_0014,LA_E_4735828,A12,1,1,0
116,116,LA_E_3424730,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3424730.flac,LA_0010,LA_E_3424730,A16,1,1,0
117,117,LA_E_8536145,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8536145.flac,LA_0032,LA_E_8536145,A15,1,1,0
118,118,LA_E_2278532,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2278532.flac,LA_0031,LA_E_2278532,A11,1,1,0
119,119,LA_E_1223847,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1223847.flac,LA_0045,LA_E_1223847,A18,1,1,0
120,120,LA_E_5783993,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5783993.flac,LA_0031,LA_E_5783993,-,0,1,1
121,121,LA_E_8450317,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8450317.flac,LA_0002,LA_E_8450317,A11,1,1,0
122,122,LA_E_2407835,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2407835.flac,LA_0044,LA_E_2407835,A12,1,1,0
123,123,LA_E_1249312,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1249312.flac,LA_0028,LA_E_1249312,A17,1,1,0
124,124,LA_E_4692719,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4692719.flac,LA_0028,LA_E_4692719,A15,1,1,0
125,125,LA_E_2402721,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2402721.flac,LA_0013,LA_E_2402721,A17,1,1,0
126,126,LA_E_1235824,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1235824.flac,LA_0068,LA_E_1235824,-,0,1,1
127,127,LA_E_8579433,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8579433.flac,LA_0007,LA_E_8579433,A07,1,1,0
128,128,LA_E_7411665,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7411665.flac,LA_0012,LA_E_7411665,A17,1,1,0
129,129,LA_E_1890704,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1890704.flac,LA_0032,LA_E_1890704,A09,1,1,0
130,130,LA_E_1148952,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1148952.flac,LA_0009,LA_E_1148952,A07,1,1,0
131,131,LA_E_9577092,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9577092.flac,LA_0004,LA_E_9577092,A10,1,1,0
132,132,LA_E_1255269,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1255269.flac,LA_0008,LA_E_1255269,A11,1,1,0
133,133,LA_E_9129430,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9129430.flac,LA_0021,LA_E_9129430,A12,1,1,0
134,134,LA_E_5015729,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5015729.flac,LA_0008,LA_E_5015729,A19,1,1,0
135,135,LA_E_9210968,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9210968.flac,LA_0042,LA_E_9210968,A14,1,1,0
136,136,LA_E_1528017,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1528017.flac,LA_0012,LA_E_1528017,A14,1,1,0
137,137,LA_E_9237057,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9237057.flac,LA_0008,LA_E_9237057,A17,1,1,0
138,138,LA_E_9979372,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9979372.flac,LA_0036,LA_E_9979372,A07,1,1,0
139,139,LA_E_2440860,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2440860.flac,LA_0012,LA_E_2440860,A13,1,1,0
140,140,LA_E_8739004,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8739004.flac,LA_0064,LA_E_8739004,-,0,1,1
141,141,LA_E_3476113,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3476113.flac,LA_0022,LA_E_3476113,A15,1,1,0
142,142,LA_E_1970710,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1970710.flac,LA_0039,LA_E_1970710,A11,1,1,0
143,143,LA_E_2120378,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2120378.flac,LA_0017,LA_E_2120378,A11,1,1,0
144,144,LA_E_7546380,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7546380.flac,LA_0019,LA_E_7546380,A10,1,1,0
145,145,LA_E_2851478,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2851478.flac,LA_0009,LA_E_2851478,A17,1,1,0
146,146,LA_E_6932495,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_6932495.flac,LA_0031,LA_E_6932495,A19,1,1,0
147,147,LA_E_2492808,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2492808.flac,LA_0012,LA_E_2492808,A12,1,1,0
148,148,LA_E_6427721,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_6427721.flac,LA_0003,LA_E_6427721,A13,1,1,0
149,149,LA_E_3231034,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3231034.flac,LA_0041,LA_E_3231034,A10,1,1,0
150,150,LA_E_4716734,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4716734.flac,LA_0018,LA_E_4716734,-,0,1,1
151,151,LA_E_6237111,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_6237111.flac,LA_0043,LA_E_6237111,A13,1,1,0
152,152,LA_E_3379472,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3379472.flac,LA_0019,LA_E_3379472,-,0,1,1
153,153,LA_E_7125272,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7125272.flac,LA_0034,LA_E_7125272,A13,1,1,0
154,154,LA_E_2309675,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2309675.flac,LA_0033,LA_E_2309675,A12,1,1,0
155,155,LA_E_9588641,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9588641.flac,LA_0008,LA_E_9588641,A11,1,1,0
156,156,LA_E_8080518,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8080518.flac,LA_0020,LA_E_8080518,A19,1,1,0
157,157,LA_E_1350979,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1350979.flac,LA_0006,LA_E_1350979,A18,1,1,0
158,158,LA_E_9617894,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_9617894.flac,LA_0014,LA_E_9617894,-,0,1,1
159,159,LA_E_5313973,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5313973.flac,LA_0060,LA_E_5313973,-,0,1,1
160,160,LA_E_3581504,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3581504.flac,LA_0027,LA_E_3581504,A16,1,1,0
161,161,LA_E_3455289,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_3455289.flac,LA_0044,LA_E_3455289,A17,1,1,0
162,162,LA_E_1649104,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1649104.flac,LA_0037,LA_E_1649104,A08,1,1,0
163,163,LA_E_2087660,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2087660.flac,LA_0011,LA_E_2087660,A07,1,1,0
164,164,LA_E_1047198,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1047198.flac,LA_0027,LA_E_1047198,-,0,1,1
165,165,LA_E_1025210,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_1025210.flac,LA_0041,LA_E_1025210,A18,1,1,0
166,166,LA_E_5432558,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_5432558.flac,LA_0058,LA_E_5432558,-,0,1,1
167,167,LA_E_4215166,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_4215166.flac,LA_0009,LA_E_4215166,A19,1,1,0
168,168,LA_E_2139475,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2139475.flac,LA_0008,LA_E_2139475,A15,1,1,0
169,169,LA_E_7026040,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7026040.flac,LA_0005,LA_E_7026040,A10,1,1,0
170,170,LA_E_6262749,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_6262749.flac,LA_0012,LA_E_6262749,A12,1,1,0
171,171,LA_E_2590897,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_2590897.flac,LA_0036,LA_E_2590897,A14,1,1,0
172,172,LA_E_8382407,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_8382407.flac,LA_0019,LA_E_8382407,A12,1,1,0
173,173,LA_E_7503879,ASVSpoof2019/LA/ASVspoof2019_LA_eval/flac/LA_E_7503879.flac,LA_0043,LA_E_7503879,A07,1,1,0
