videoname,poi,context,value
LA_E_5118048,asvspoof,eval,0.0650634765625
LA_E_4430413,asvspoof,eval,0.071044921875
LA_E_3558965,asvspoof,eval,0.041290283203125
LA_E_4732931,asvspoof,eval,0.049468994140625
LA_E_4757272,asvspoof,eval,0.04132080078125
LA_E_8992946,asvspoof,eval,0.04852294921875
LA_E_8155315,asvspoof,eval,0.06866455078125
LA_E_2143322,asvspoof,eval,0.07061767578125
LA_E_9382115,asvspoof,eval,0.048431396484375
LA_E_4641783,asvspoof,eval,0.046234130859375
LA_E_5210371,asvspoof,eval,0.045928955078125
LA_E_1746654,asvspoof,eval,0.07965087890625
LA_E_7824929,asvspoof,eval,0.058502197265625
LA_E_8816717,asvspoof,eval,0.0552978515625
LA_E_3746504,asvspoof,eval,0.039825439453125
LA_E_8463157,asvspoof,eval,0.084716796875
LA_E_7642353,asvspoof,eval,0.0589599609375
LA_E_5157926,asvspoof,eval,0.05499267578125
LA_E_8979583,asvspoof,eval,0.026458740234375
LA_E_2665242,asvspoof,eval,0.06805419921875
LA_E_6154503,asvspoof,eval,0.04058837890625
LA_E_1395552,asvspoof,eval,0.02838134765625
LA_E_9500557,asvspoof,eval,0.06280517578125
LA_E_5194826,asvspoof,eval,0.054656982421875
LA_E_1424685,asvspoof,eval,0.071044921875
LA_E_6624193,asvspoof,eval,0.044281005859375
LA_E_5871315,asvspoof,eval,0.046051025390625
LA_E_3378367,asvspoof,eval,0.0535888671875
LA_E_9853957,asvspoof,eval,0.0401611328125
LA_E_4988348,asvspoof,eval,0.0638427734375
LA_E_2161075,asvspoof,eval,0.0443115234375
LA_E_3750625,asvspoof,eval,0.047882080078125
LA_E_4850719,asvspoof,eval,0.0345458984375
LA_E_8562955,asvspoof,eval,0.0968017578125
LA_E_9989698,asvspoof,eval,0.04547119140625
LA_E_5291521,asvspoof,eval,0.06927490234375
LA_E_6816952,asvspoof,eval,0.05889892578125
LA_E_4282641,asvspoof,eval,0.0699462890625
LA_E_9944556,asvspoof,eval,0.076171875
LA_E_8767294,asvspoof,eval,0.0266876220703125
LA_E_8534064,asvspoof,eval,0.045989990234375
LA_E_1144382,asvspoof,eval,0.06719970703125
LA_E_8697552,asvspoof,eval,0.09295654296875
LA_E_4770782,asvspoof,eval,0.0831298828125
LA_E_7779557,asvspoof,eval,0.03662109375
LA_E_2268693,asvspoof,eval,0.04071044921875
LA_E_9140267,asvspoof,eval,0.06884765625
LA_E_9528968,asvspoof,eval,0.0230255126953125
LA_E_2323050,asvspoof,eval,0.06744384765625
LA_E_4735828,asvspoof,eval,0.049713134765625
LA_E_3424730,asvspoof,eval,0.04742431640625
LA_E_8536145,asvspoof,eval,0.07440185546875
LA_E_2278532,asvspoof,eval,0.06414794921875
LA_E_1223847,asvspoof,eval,0.038330078125
LA_E_5783993,asvspoof,eval,0.031219482421875
LA_E_8450317,asvspoof,eval,0.059112548828125
LA_E_2407835,asvspoof,eval,0.06854248046875
LA_E_1249312,asvspoof,eval,0.059326171875
LA_E_4692719,asvspoof,eval,0.053375244140625
LA_E_2402721,asvspoof,eval,0.040313720703125
LA_E_1235824,asvspoof,eval,0.039337158203125
LA_E_8579433,asvspoof,eval,0.078369140625
LA_E_7411665,asvspoof,eval,0.034759521484375
LA_E_1890704,asvspoof,eval,0.0797119140625
LA_E_1148952,asvspoof,eval,0.0689697265625
LA_E_9577092,asvspoof,eval,0.06292724609375
LA_E_1255269,asvspoof,eval,0.06158447265625
LA_E_9129430,asvspoof,eval,0.058868408203125
LA_E_5015729,asvspoof,eval,0.038970947265625
LA_E_9210968,asvspoof,eval,0.0577392578125
LA_E_1528017,asvspoof,eval,0.055572509765625
LA_E_9237057,asvspoof,eval,0.036834716796875
LA_E_9979372,asvspoof,eval,0.057159423828125
LA_E_2440860,asvspoof,eval,0.08746337890625
LA_E_8739004,asvspoof,eval,0.05023193359375
LA_E_3476113,asvspoof,eval,0.053466796875
LA_E_1970710,asvspoof,eval,0.03839111328125
LA_E_2120378,asvspoof,eval,0.04296875
LA_E_7546380,asvspoof,eval,0.05523681640625
LA_E_2851478,asvspoof,eval,0.037872314453125
LA_E_6932495,asvspoof,eval,0.0428466796875
LA_E_2492808,asvspoof,eval,0.033721923828125
LA_E_6427721,asvspoof,eval,0.0703125
LA_E_3231034,asvspoof,eval,0.09747314453125
LA_E_4716734,asvspoof,eval,0.031982421875
LA_E_6237111,asvspoof,eval,0.04852294921875
LA_E_3379472,asvspoof,eval,0.0310821533203125
LA_E_7125272,asvspoof,eval,0.07818603515625
LA_E_2309675,asvspoof,eval,0.03875732421875
LA_E_9588641,asvspoof,eval,0.03729248046875
LA_E_8080518,asvspoof,eval,0.032684326171875
LA_E_1350979,asvspoof,eval,0.036468505859375
LA_E_9617894,asvspoof,eval,0.027587890625
LA_E_5313973,asvspoof,eval,0.03643798828125
LA_E_3581504,asvspoof,eval,0.04541015625
LA_E_3455289,asvspoof,eval,0.05084228515625
LA_E_1649104,asvspoof,eval,0.059844970703125
LA_E_2087660,asvspoof,eval,0.07012939453125
LA_E_1047198,asvspoof,eval,0.03192138671875
LA_E_1025210,asvspoof,eval,0.03778076171875
LA_E_5432558,asvspoof,eval,0.04815673828125
LA_E_4215166,asvspoof,eval,0.049560546875
LA_E_2139475,asvspoof,eval,0.045684814453125
LA_E_7026040,asvspoof,eval,0.049163818359375
LA_E_6262749,asvspoof,eval,0.049072265625
LA_E_2590897,asvspoof,eval,0.0367431640625
LA_E_8382407,asvspoof,eval,0.0399169921875
LA_E_7503879,asvspoof,eval,0.054046630859375
LA_E_9070743,asvspoof,eval,0.029693603515625
LA_E_4574855,asvspoof,eval,0.092041015625
LA_E_4123417,asvspoof,eval,0.09857177734375
LA_E_1671953,asvspoof,eval,0.04547119140625
LA_E_7205247,asvspoof,eval,0.028472900390625
LA_E_3521946,asvspoof,eval,0.06317138671875
LA_E_8063353,asvspoof,eval,0.07647705078125
LA_E_2213516,asvspoof,eval,0.08148193359375
LA_E_5275370,asvspoof,eval,0.045074462890625
LA_E_8133176,asvspoof,eval,0.0419921875
LA_E_7844518,asvspoof,eval,0.0745849609375
LA_E_6752855,asvspoof,eval,0.037017822265625
LA_E_9155671,asvspoof,eval,0.06072998046875
LA_E_4402351,asvspoof,eval,0.03741455078125
LA_E_5655772,asvspoof,eval,0.033447265625
LA_E_6437039,asvspoof,eval,0.0899658203125
LA_E_1377556,asvspoof,eval,0.06488037109375
LA_E_7033851,asvspoof,eval,0.053131103515625
LA_E_1859663,asvspoof,eval,0.06146240234375
LA_E_7436651,asvspoof,eval,0.04876708984375
LA_E_6276798,asvspoof,eval,0.05877685546875
LA_E_1911910,asvspoof,eval,0.02947998046875
LA_E_9578227,asvspoof,eval,0.030609130859375
LA_E_4664103,asvspoof,eval,0.05377197265625
LA_E_8265904,asvspoof,eval,0.04254150390625
LA_E_3127221,asvspoof,eval,0.05615234375
LA_E_8502490,asvspoof,eval,0.0521240234375
LA_E_6605148,asvspoof,eval,0.0631103515625
LA_E_9214577,asvspoof,eval,0.042724609375
LA_E_3668701,asvspoof,eval,0.070068359375
LA_E_6227735,asvspoof,eval,0.09844970703125
LA_E_8887423,asvspoof,eval,0.08685302734375
LA_E_6913896,asvspoof,eval,0.058746337890625
LA_E_1627339,asvspoof,eval,0.042266845703125
LA_E_6494857,asvspoof,eval,0.042938232421875
LA_E_7245357,asvspoof,eval,0.048431396484375
LA_E_8330194,asvspoof,eval,0.05560302734375
LA_E_4707940,asvspoof,eval,0.12188720703125
LA_E_3593479,asvspoof,eval,0.0479736328125
LA_E_4683238,asvspoof,eval,0.03326416015625
LA_E_9169246,asvspoof,eval,0.070556640625
LA_E_9723884,asvspoof,eval,0.04986572265625
LA_E_5916365,asvspoof,eval,0.034393310546875
LA_E_8025898,asvspoof,eval,0.02581787109375
LA_E_5695985,asvspoof,eval,0.0751953125
LA_E_4319542,asvspoof,eval,0.059814453125
LA_E_9817821,asvspoof,eval,0.043914794921875
LA_E_7927400,asvspoof,eval,0.041717529296875
LA_E_2021637,asvspoof,eval,0.068115234375
LA_E_5603273,asvspoof,eval,0.047149658203125
LA_E_5731575,asvspoof,eval,0.079833984375
LA_E_3658262,asvspoof,eval,0.05047607421875
LA_E_1771542,asvspoof,eval,0.10260009765625
LA_E_4620575,asvspoof,eval,0.040283203125
LA_E_1311985,asvspoof,eval,0.0294036865234375
LA_E_3799235,asvspoof,eval,0.0523681640625
LA_E_2248768,asvspoof,eval,0.0531005859375
LA_E_8158151,asvspoof,eval,0.0772705078125
LA_E_7283330,asvspoof,eval,0.026885986328125
LA_E_6941948,asvspoof,eval,0.03948974609375
LA_E_6612187,asvspoof,eval,0.04217529296875
LA_E_9812574,asvspoof,eval,0.04693603515625
LA_E_1982531,asvspoof,eval,0.04302978515625
LA_E_3757017,asvspoof,eval,0.042236328125
LA_E_4635996,asvspoof,eval,0.070068359375
LA_E_9683426,asvspoof,eval,0.04083251953125
LA_E_8142595,asvspoof,eval,0.06512451171875
LA_E_7684855,asvspoof,eval,0.045745849609375
LA_E_4984975,asvspoof,eval,0.04327392578125
LA_E_1514361,asvspoof,eval,0.038330078125
LA_E_9865623,asvspoof,eval,0.052154541015625
LA_E_5289379,asvspoof,eval,0.0479736328125
LA_E_9755088,asvspoof,eval,0.0489501953125
LA_E_3243965,asvspoof,eval,0.08026123046875
LA_E_5096098,asvspoof,eval,0.05078125
LA_E_6085100,asvspoof,eval,0.0535888671875
LA_E_3842195,asvspoof,eval,0.06707763671875
LA_E_9712280,asvspoof,eval,0.08367919921875
LA_E_8317440,asvspoof,eval,0.058929443359375
LA_E_8725705,asvspoof,eval,0.05853271484375
LA_E_9410564,asvspoof,eval,0.05194091796875
LA_E_4127397,asvspoof,eval,0.0633544921875
LA_E_9766259,asvspoof,eval,0.031524658203125
LA_E_6849727,asvspoof,eval,0.040252685546875
LA_E_2447398,asvspoof,eval,0.0489501953125
LA_E_2365527,asvspoof,eval,0.058837890625
LA_E_5715341,asvspoof,eval,0.055755615234375
LA_E_2554161,asvspoof,eval,0.060791015625
LA_E_7756520,asvspoof,eval,0.04290771484375
LA_E_1108731,asvspoof,eval,0.057586669921875
LA_E_9695181,asvspoof,eval,0.025665283203125
LA_E_8398042,asvspoof,eval,0.06787109375
LA_E_8789890,asvspoof,eval,0.0550537109375
LA_E_1517133,asvspoof,eval,0.049407958984375
LA_E_2002192,asvspoof,eval,0.083984375
LA_E_1396024,asvspoof,eval,0.05267333984375
LA_E_7305016,asvspoof,eval,0.065185546875
LA_E_9106574,asvspoof,eval,0.0709228515625
LA_E_3483845,asvspoof,eval,0.0396728515625
LA_E_7898197,asvspoof,eval,0.0478515625
LA_E_6379082,asvspoof,eval,0.065185546875
LA_E_4247457,asvspoof,eval,0.04156494140625
LA_E_9115913,asvspoof,eval,0.04644775390625
LA_E_2181345,asvspoof,eval,0.06591796875
LA_E_5218229,asvspoof,eval,0.046966552734375
LA_E_1395018,asvspoof,eval,0.071044921875
LA_E_9691199,asvspoof,eval,0.0963134765625
LA_E_9867158,asvspoof,eval,0.07940673828125
LA_E_7249013,asvspoof,eval,0.047943115234375
LA_E_4031175,asvspoof,eval,0.0855712890625
LA_E_5422913,asvspoof,eval,0.1136474609375
LA_E_6179971,asvspoof,eval,0.08148193359375
LA_E_2981668,asvspoof,eval,0.0704345703125
LA_E_7201880,asvspoof,eval,0.07269287109375
LA_E_5042332,asvspoof,eval,0.075927734375
LA_E_7069231,asvspoof,eval,0.035064697265625
LA_E_6851179,asvspoof,eval,0.03289794921875
LA_E_9875753,asvspoof,eval,0.03704833984375
LA_E_6041806,asvspoof,eval,0.05438232421875
LA_E_1982859,asvspoof,eval,0.042388916015625
LA_E_2433543,asvspoof,eval,0.046234130859375
LA_E_2993851,asvspoof,eval,0.045989990234375
LA_E_6493738,asvspoof,eval,0.06695556640625
LA_E_8926022,asvspoof,eval,0.045623779296875
LA_E_2968037,asvspoof,eval,0.055572509765625
LA_E_5566156,asvspoof,eval,0.0849609375
LA_E_7445949,asvspoof,eval,0.052978515625
LA_E_9672753,asvspoof,eval,0.051300048828125
LA_E_2061435,asvspoof,eval,0.0587158203125
LA_E_7132313,asvspoof,eval,0.0625
LA_E_2084121,asvspoof,eval,0.054443359375
LA_E_3956376,asvspoof,eval,0.07177734375
LA_E_1590581,asvspoof,eval,0.0704345703125
LA_E_5653762,asvspoof,eval,0.06866455078125
LA_E_7844012,asvspoof,eval,0.04071044921875
LA_E_2503425,asvspoof,eval,0.11151123046875
LA_E_7121730,asvspoof,eval,0.045623779296875
LA_E_9355726,asvspoof,eval,0.040679931640625
LA_E_9319113,asvspoof,eval,0.043060302734375
LA_E_4253493,asvspoof,eval,0.03717041015625
LA_E_2134405,asvspoof,eval,0.04180908203125
LA_E_2607678,asvspoof,eval,0.03045654296875
LA_E_6936076,asvspoof,eval,0.0711669921875
LA_E_4118414,asvspoof,eval,0.08807373046875
LA_E_6712731,asvspoof,eval,0.051788330078125
LA_E_4108766,asvspoof,eval,0.04217529296875
LA_E_9569988,asvspoof,eval,0.06982421875
LA_E_8349153,asvspoof,eval,0.0254974365234375
LA_E_2686099,asvspoof,eval,0.044586181640625
LA_E_8713676,asvspoof,eval,0.0232086181640625
LA_E_8461516,asvspoof,eval,0.04766845703125
LA_E_2436076,asvspoof,eval,0.040191650390625
LA_E_4038977,asvspoof,eval,0.052520751953125
LA_E_9635335,asvspoof,eval,0.038604736328125
LA_E_3126028,asvspoof,eval,0.07818603515625
LA_E_5870898,asvspoof,eval,0.0584716796875
LA_E_3698865,asvspoof,eval,0.041290283203125
LA_E_9575608,asvspoof,eval,0.04400634765625
LA_E_8189776,asvspoof,eval,0.0232391357421875
LA_E_6697514,asvspoof,eval,0.084716796875
LA_E_5555520,asvspoof,eval,0.05303955078125
LA_E_9847743,asvspoof,eval,0.06280517578125
LA_E_9284761,asvspoof,eval,0.0570068359375
LA_E_5533127,asvspoof,eval,0.0292510986328125
LA_E_1336095,asvspoof,eval,0.056884765625
LA_E_5779443,asvspoof,eval,0.06109619140625
LA_E_3796020,asvspoof,eval,0.0799560546875
LA_E_8477263,asvspoof,eval,0.10601806640625
LA_E_1127849,asvspoof,eval,0.072509765625
LA_E_7551608,asvspoof,eval,0.045684814453125
LA_E_3166035,asvspoof,eval,0.0521240234375
LA_E_1186682,asvspoof,eval,0.0697021484375
LA_E_9893422,asvspoof,eval,0.050933837890625
LA_E_7069517,asvspoof,eval,0.060394287109375
LA_E_7769271,asvspoof,eval,0.051910400390625
LA_E_1890536,asvspoof,eval,0.0667724609375
LA_E_6190901,asvspoof,eval,0.08111572265625
LA_E_4321849,asvspoof,eval,0.06243896484375
LA_E_3924689,asvspoof,eval,0.0294036865234375
LA_E_1065223,asvspoof,eval,0.05474853515625
LA_E_5807766,asvspoof,eval,0.051483154296875
LA_E_1868890,asvspoof,eval,0.04901123046875
LA_E_5257487,asvspoof,eval,0.046966552734375
LA_E_2779248,asvspoof,eval,0.057861328125
LA_E_2220808,asvspoof,eval,0.049041748046875
LA_E_9716942,asvspoof,eval,0.07598876953125
LA_E_7091795,asvspoof,eval,0.047454833984375
LA_E_4086132,asvspoof,eval,0.059356689453125
LA_E_5227225,asvspoof,eval,0.054046630859375
LA_E_3629389,asvspoof,eval,0.05816650390625
LA_E_6985640,asvspoof,eval,0.057464599609375
LA_E_8166676,asvspoof,eval,0.04071044921875
LA_E_4665807,asvspoof,eval,0.029571533203125
LA_E_3687111,asvspoof,eval,0.056854248046875
LA_E_2815475,asvspoof,eval,0.0330810546875
LA_E_2142706,asvspoof,eval,0.05535888671875
LA_E_2125784,asvspoof,eval,0.07769775390625
LA_E_3492021,asvspoof,eval,0.083251953125
LA_E_8864124,asvspoof,eval,0.05352783203125
LA_E_1116303,asvspoof,eval,0.0242462158203125
LA_E_1822635,asvspoof,eval,0.046142578125
LA_E_2513755,asvspoof,eval,0.08544921875
LA_E_6464551,asvspoof,eval,0.04876708984375
LA_E_9030808,asvspoof,eval,0.06201171875
LA_E_7905661,asvspoof,eval,0.044189453125
LA_E_2050154,asvspoof,eval,0.033660888671875
LA_E_2893295,asvspoof,eval,0.08770751953125
LA_E_2619588,asvspoof,eval,0.050567626953125
LA_E_3189904,asvspoof,eval,0.06732177734375
LA_E_1648428,asvspoof,eval,0.038848876953125
LA_E_5278947,asvspoof,eval,0.06939697265625
LA_E_7355101,asvspoof,eval,0.0718994140625
LA_E_3979799,asvspoof,eval,0.0379638671875
LA_E_2291153,asvspoof,eval,0.0374755859375
LA_E_7511615,asvspoof,eval,0.10333251953125
LA_E_3330543,asvspoof,eval,0.0601806640625
LA_E_5166046,asvspoof,eval,0.03436279296875
LA_E_2278092,asvspoof,eval,0.05413818359375
LA_E_7233536,asvspoof,eval,0.07305908203125
LA_E_9266831,asvspoof,eval,0.0302886962890625
LA_E_4876129,asvspoof,eval,0.0330810546875
LA_E_4995764,asvspoof,eval,0.039154052734375
LA_E_7641990,asvspoof,eval,0.033843994140625
LA_E_6528285,asvspoof,eval,0.058441162109375
LA_E_9206614,asvspoof,eval,0.026458740234375
LA_E_2919347,asvspoof,eval,0.0232696533203125
LA_E_5994549,asvspoof,eval,0.060211181640625
LA_E_4125302,asvspoof,eval,0.04632568359375
LA_E_4494506,asvspoof,eval,0.038116455078125
LA_E_6147866,asvspoof,eval,0.0718994140625
LA_E_4969637,asvspoof,eval,0.04486083984375
LA_E_4075599,asvspoof,eval,0.056488037109375
LA_E_3136389,asvspoof,eval,0.043792724609375
LA_E_7487825,asvspoof,eval,0.0958251953125
LA_E_1195738,asvspoof,eval,0.084716796875
LA_E_5028801,asvspoof,eval,0.068603515625
LA_E_3401767,asvspoof,eval,0.07696533203125
LA_E_8255234,asvspoof,eval,0.05084228515625
LA_E_5756546,asvspoof,eval,0.0634765625
LA_E_8725018,asvspoof,eval,0.053680419921875
LA_E_3253903,asvspoof,eval,0.100830078125
LA_E_5301997,asvspoof,eval,0.037994384765625
LA_E_9255864,asvspoof,eval,0.035186767578125
LA_E_8249225,asvspoof,eval,0.06646728515625
LA_E_3108884,asvspoof,eval,0.06085205078125
LA_E_9578602,asvspoof,eval,0.07135009765625
LA_E_2101863,asvspoof,eval,0.058013916015625
LA_E_7702330,asvspoof,eval,0.086669921875
LA_E_2515756,asvspoof,eval,0.06439208984375
LA_E_8448182,asvspoof,eval,0.04510498046875
LA_E_6494215,asvspoof,eval,0.09027099609375
LA_E_6964855,asvspoof,eval,0.0379638671875
LA_E_2652576,asvspoof,eval,0.06353759765625
LA_E_7169620,asvspoof,eval,0.062286376953125
LA_E_7148802,asvspoof,eval,0.03863525390625
LA_E_4289423,asvspoof,eval,0.07135009765625
LA_E_4346596,asvspoof,eval,0.07098388671875
LA_E_9695591,asvspoof,eval,0.063232421875
LA_E_3570035,asvspoof,eval,0.050567626953125
LA_E_3464111,asvspoof,eval,0.032073974609375
LA_E_2346610,asvspoof,eval,0.04962158203125
LA_E_7065964,asvspoof,eval,0.05047607421875
LA_E_4937442,asvspoof,eval,0.045013427734375
LA_E_8145526,asvspoof,eval,0.038330078125
LA_E_8420807,asvspoof,eval,0.0499267578125
LA_E_1192472,asvspoof,eval,0.04266357421875
LA_E_5733971,asvspoof,eval,0.043670654296875
LA_E_3179372,asvspoof,eval,0.053009033203125
LA_E_5211711,asvspoof,eval,0.058013916015625
LA_E_5595026,asvspoof,eval,0.0657958984375
LA_E_5392442,asvspoof,eval,0.07818603515625
LA_E_3297234,asvspoof,eval,0.048828125
LA_E_1275973,asvspoof,eval,0.048797607421875
LA_E_1317732,asvspoof,eval,0.052001953125
LA_E_6973544,asvspoof,eval,0.08538818359375
LA_E_9061699,asvspoof,eval,0.05938720703125
LA_E_4877543,asvspoof,eval,0.0635986328125
LA_E_5836297,asvspoof,eval,0.0543212890625
LA_E_1394434,asvspoof,eval,0.044708251953125
LA_E_6154880,asvspoof,eval,0.054931640625
LA_E_7906966,asvspoof,eval,0.04937744140625
LA_E_6214690,asvspoof,eval,0.058990478515625
LA_E_1620231,asvspoof,eval,0.060272216796875
LA_E_7753114,asvspoof,eval,0.037384033203125
LA_E_1031731,asvspoof,eval,0.08807373046875
LA_E_4631645,asvspoof,eval,0.03826904296875
LA_E_4256659,asvspoof,eval,0.0296478271484375
LA_E_7005172,asvspoof,eval,0.04559326171875
LA_E_8264202,asvspoof,eval,0.061492919921875
LA_E_5879395,asvspoof,eval,0.06134033203125
LA_E_3034548,asvspoof,eval,0.04620361328125
LA_E_8553498,asvspoof,eval,0.0654296875
LA_E_6328707,asvspoof,eval,0.033721923828125
LA_E_3177069,asvspoof,eval,0.03619384765625
LA_E_3783078,asvspoof,eval,0.0523681640625
LA_E_2407543,asvspoof,eval,0.07745361328125
LA_E_6146322,asvspoof,eval,0.061553955078125
LA_E_9878615,asvspoof,eval,0.049468994140625
LA_E_7258857,asvspoof,eval,0.05145263671875
LA_E_8001082,asvspoof,eval,0.060638427734375
LA_E_8737558,asvspoof,eval,0.027008056640625
LA_E_9518312,asvspoof,eval,0.0283966064453125
LA_E_3864132,asvspoof,eval,0.052764892578125
LA_E_1145962,asvspoof,eval,0.0212860107421875
LA_E_3565937,asvspoof,eval,0.078369140625
LA_E_2414656,asvspoof,eval,0.06353759765625
LA_E_4386628,asvspoof,eval,0.07696533203125
LA_E_8909086,asvspoof,eval,0.04656982421875
LA_E_1559147,asvspoof,eval,0.06842041015625
LA_E_2811249,asvspoof,eval,0.035308837890625
LA_E_8556497,asvspoof,eval,0.05926513671875
LA_E_8868070,asvspoof,eval,0.049713134765625
LA_E_5135892,asvspoof,eval,0.052764892578125
LA_E_5739678,asvspoof,eval,0.04449462890625
LA_E_6387859,asvspoof,eval,0.043670654296875
LA_E_6700367,asvspoof,eval,0.044525146484375
LA_E_1082906,asvspoof,eval,0.04949951171875
LA_E_2553827,asvspoof,eval,0.0308074951171875
LA_E_2354956,asvspoof,eval,0.06475830078125
LA_E_1999561,asvspoof,eval,0.03900146484375
LA_E_5908921,asvspoof,eval,0.04876708984375
LA_E_7021090,asvspoof,eval,0.059051513671875
LA_E_1266270,asvspoof,eval,0.029022216796875
LA_E_2299283,asvspoof,eval,0.0555419921875
LA_E_7295584,asvspoof,eval,0.051849365234375
LA_E_7420183,asvspoof,eval,0.04644775390625
LA_E_4362344,asvspoof,eval,0.0853271484375
LA_E_6275747,asvspoof,eval,0.041717529296875
LA_E_1625656,asvspoof,eval,0.079833984375
LA_E_7037148,asvspoof,eval,0.03472900390625
LA_E_4343558,asvspoof,eval,0.049346923828125
LA_E_7770214,asvspoof,eval,0.044677734375
LA_E_8249275,asvspoof,eval,0.03302001953125
LA_E_4705706,asvspoof,eval,0.0706787109375
LA_E_4787347,asvspoof,eval,0.06353759765625
LA_E_9859405,asvspoof,eval,0.04638671875
LA_E_7308689,asvspoof,eval,0.055084228515625
LA_E_2113168,asvspoof,eval,0.04437255859375
LA_E_6131140,asvspoof,eval,0.021392822265625
LA_E_3703448,asvspoof,eval,0.0599365234375
LA_E_7773800,asvspoof,eval,0.051971435546875
LA_E_5880394,asvspoof,eval,0.10711669921875
LA_E_3787236,asvspoof,eval,0.052001953125
LA_E_6348517,asvspoof,eval,0.11041259765625
LA_E_9472623,asvspoof,eval,0.055023193359375
LA_E_5684280,asvspoof,eval,0.039581298828125
LA_E_4704632,asvspoof,eval,0.042083740234375
LA_E_7974034,asvspoof,eval,0.0509033203125
LA_E_7245666,asvspoof,eval,0.07073974609375
LA_E_9961877,asvspoof,eval,0.09228515625
LA_E_2231261,asvspoof,eval,0.06549072265625
LA_E_8831392,asvspoof,eval,0.07916259765625
LA_E_3221261,asvspoof,eval,0.055389404296875
LA_E_3059351,asvspoof,eval,0.0305633544921875
LA_E_5647196,asvspoof,eval,0.07269287109375
LA_E_9259629,asvspoof,eval,0.0750732421875
LA_E_6250011,asvspoof,eval,0.038238525390625
LA_E_2835711,asvspoof,eval,0.046630859375
LA_E_8148343,asvspoof,eval,0.0775146484375
LA_E_2773473,asvspoof,eval,0.05712890625
LA_E_4145418,asvspoof,eval,0.04803466796875
LA_E_3145431,asvspoof,eval,0.04986572265625
LA_E_1687973,asvspoof,eval,0.035552978515625
LA_E_1554440,asvspoof,eval,0.1138916015625
LA_E_3141295,asvspoof,eval,0.058685302734375
LA_E_4595589,asvspoof,eval,0.05615234375
